NOME,BAIRRO,RPA,REGIÃO,ENDEREÇO,LATITUDE,LONGITUDE,bairro_normalizado
PCA QUINZE DE SETEMBRO,IMBIRIBEIRA,6,SUL,"R. Felipe de Oliveira, 51-99 - Imbiribeira, Recife - PE, 51190-530, Brazil",-8.117055,-34.9171514,IMBIRIBEIRA
PQ 13 DE MAIO-01,SANTO AMARO,1,CENTRO,"PE-009, 305 - Santo Amaro, Recife - PE, 50030-230, Brazil",-8.05675327391821,-34.8815795699842,SANTO AMARO
PQ 13 DE MAIO-02,SANTO AMARO,1,CENTRO,"PE-009, 305 - Santo Amaro, Recife - PE, 50030-230, Brazil",-8.05675327391821,-34.8815795699843,SANTO AMARO
PQ 13 DE MAIO-03,SANTO AMARO,1,CENTRO,"PE-009, 305 - Santo Amaro, Recife - PE, 50030-230, Brazil",-8.05675327391821,-34.8815795699844,SANTO AMARO
PQ 13 DE MAIO-04,SANTO AMARO,1,CENTRO,"PE-009, 305 - Santo Amaro, Recife - PE, 50030-230, Brazil",-8.05675327391821,-34.8815795699845,SANTO AMARO
PQ BAOBA-01,GRACAS,3,NOROESTE,"R. Antônio Célso Uchôa Cavalcante, 70 - Graças, Recife - PE, 52050-002, Brazil",-8.04147097882193,-34.9043417572647,GRACAS
PQ BAOBA-02,GRACAS,3,NOROESTE,"R. Antônio Célso Uchôa Cavalcante, 70 - Graças, Recife - PE, 52050-002, Brazil",-8.04147097882193,-34.9043417572647,GRACAS
PQ CAIARA-01,IPUTINGA,4,OESTE,"Parque do Caiara - Tv. Dr. José Anastácio da Silva Guimarães - Iputinga, Recife - PE, 50731, Brazil",-8.0387408612533,-34.9278700774921,IPUTINGA
PQ CAIARA-02,IPUTINGA,4,OESTE,"Parque do Caiara - Tv. Dr. José Anastácio da Silva Guimarães - Iputinga, Recife - PE, 50731, Brazil",-8.0386047435782,-34.927824359346,IPUTINGA
PQ DE APIPUCOS-01,MONTEIRO,3,NOROESTE,"R. de Apipucos, 521 - Apipucos, Recife - PE, 52071-640, Brazil",-8.0234581,-34.9306012,MONTEIRO
PQ ESCULTURAS-01,BRASILIA TEIMOSA,6,SUL,"Av Dr Zenilton Elias da Silva Douétts, Recife - PE, 50030-230, Brazil",-8.06394906512959,-34.8691446359157,BRASILIA TEIMOSA
PQ GRACAS-01,GRACAS,3,NOROESTE,"Graças Park Lucia Moura - R. Medeiros e Albuquerque - Graças, Recife - PE, 50050-290, Brazil",-8.04680440125875,-34.9028258883557,GRACAS
PQ GRACAS-02,GRACAS,3,NOROESTE,"Graças Park Lucia Moura - R. Medeiros e Albuquerque - Graças, Recife - PE, 50050-290, Brazil",-8.04687220536288,-34.9028910726103,GRACAS
PQ JAQUEIRA-01,JAQUEIRA,3,NOROESTE,"X37W+F4 - Jaqueira, Recife - PE, 50050-290, Brazil",-8.03644292037629,-34.9045354127884,JAQUEIRA
PQ JAQUEIRA-02,JAQUEIRA,3,NOROESTE,"R. do Futuro, 1023 - Espinheiro, Recife - PE, 51020-001, Brazil",-8.0364078227174,-34.9044981825203,JAQUEIRA
PQ JAQUEIRA-03,JAQUEIRA,3,NOROESTE,"X37W+F4 - Jaqueira, Recife - PE, 52050-180, Brazil",-8.03590368080999,-34.9046292888876,JAQUEIRA
PQ JAQUEIRA-04,JAQUEIRA,3,NOROESTE,"R. do Futuro, 1100 - Jaqueira, Recife - PE, 52050-010, Brazil",-8.03681795000618,-34.9039012733295,JAQUEIRA
PQ JAQUEIRA-05,JAQUEIRA,3,NOROESTE,"Administração Parque da Jaqueira - R. Dep. Pedro Pires Ferreira - Jaqueira, Recife - PE, 52050-480, Brazil",-8.0372882703768,-34.9040122513109,JAQUEIRA
PQ JAQUEIRA-06,JAQUEIRA,3,NOROESTE,"X37W+F4 - Jaqueira, Recife - PE, 50050-290, Brazil",-8.03701574835932,-34.9046869974379,JAQUEIRA
PQ JAQUEIRA-07,JAQUEIRA,3,NOROESTE,"X37W+F4 - Jaqueira, Recife - PE, 50050-290, Brazil",-8.03662015155661,-34.9049755401896,JAQUEIRA
PQ JAQUEIRA-08,JAQUEIRA,3,NOROESTE,"X37W+F4 - Jaqueira, Recife - PE, 50050-290, Brazil",-8.03639158433926,-34.9051664223176,JAQUEIRA
PQ MACAXEIRA-01,MACAXEIRA,3,NOROESTE,"Av. Norte Miguel Arraes de Alencar, 7695 - Macaxeira, Recife - PE, 52071-035, Brazil",-8.01505249131548,-34.9321824892079,MACAXEIRA
PQ MACAXEIRA-02,MACAXEIRA,3,NOROESTE,"Av. Norte Miguel Arraes de Alencar, 7769 - Macaxeira, Recife - PE, 52071-035, Brazil",-8.01385120330498,-34.932333418266,MACAXEIRA
PQ MACAXEIRA-03,MACAXEIRA,3,NOROESTE,"R. Cel. João Batista do Rêgo Barros, 70 - Apipucos, Recife - PE, 52071-355, Brazil",-8.01649205364217,-34.9316514226112,MACAXEIRA
PQ POCO DA PANELA,POÇO DA PANELA,3,NOROESTE,"Estr. Real do Poço, 494 - Poço da Panela, Recife - PE, 52061-200, Brazil",-8.03641578397017,-34.9248915093217,POCO DA PANELA
PQ SANTANA-01,SANTANA,3,NOROESTE,"R. Dr. Saulo Suassuna, 158 - Santana, Recife - PE, 52060-540, Brazil",-8.04172398198604,-34.917100896944,SANTANA
PQ SANTANA-02,SANTANA,3,NOROESTE,"Terminal de Santana - Santana - Santana, Recife - PE, 52060-530, Brazil",-8.04135936721833,-34.9174200388027,SANTANA
PQ SANTANA-03,SANTANA,3,NOROESTE,"R. Dr. Saulo Suassuna, 158 - Santana, Recife - PE, 52060-540, Brazil",-8.04112788929926,-34.9165923436191,SANTANA
PQ VICENTE ANDRE GOMES-01,NOVA DESCOBERTA,3,NOROESTE,"R. Paraisópolis, 125 - Nova Descoberta, Recife - PE, 52081-300, Brazil",-8.0193133,-34.9248459,NOVA DESCOBERTA
PQ. INFANTIL WALT DISNEY,BOA VIAGEM,6,SUL,"Condomínio do Edificio Veleiro - R. Zeferino Galvão, 68 - Boa Viagem, Recife - PE, 51111-110, Brazil",-8.1075936,-34.8889076,BOA VIAGEM
PRACA ALFREDO PINTO,AREIAS,5,SUDESTE,"R. Goiânia, 23 - Areias, Recife - PE, 50780-140, Brazil",-8.0939475,-34.9371307,AREIAS
PRACA ANGELICA-01,CORDEIRO,4,OESTE,"Praça Angélica - R. Angélica, 100 - Cordeiro, Recife - PE, 50721-710, Brazil",-8.0536018,-34.9315695,CORDEIRO
PRACA ANIBAL FERNANDES,AREIAS,5,SUDESTE,"R. Cap. Estevão Fernandes, 138 - Areias, Recife - PE, 50870-020, Brazil",-8.0931343,-34.9304058,AREIAS
PRACA CAIXITO,VARZEA,4,OESTE,"R. Flora Rica, 308 - San Martin, Recife - PE, 50761-390, Brazil",-8.07395812736628,-34.9308541134954,VARZEA
PRACA CAPIBA - GRACAS,GRAÇAS,3,NOROESTE,"Rua Edgar D'Amorim, 97a - Aflitos, Recife - PE, 52050-003, Brazil",-8.04375579211318,-34.8979449016815,GRACAS
PRACA CARLOS DUARTE-01,SANTO AMARO,1,CENTRO,"R. do Veiga, 32a - Santo Amaro, Recife - PE, 50040-110, Brazil",-8.0529827,-34.8795947,SANTO AMARO
PRACA CARMELA DUTRA,AFOGADOS,5,SUDESTE,"R. Gen. Souza Doca, 13 - Afogados, Recife - PE, 50850-060, Brazil",-8.0785918,-34.9149043,AFOGADOS
PRACA CIRC ALTO DO JORDAO,JORDÃO,6,SUL,"R. Petrolândia, 96 - Jordão, Recife - PE, 51260-350, Brazil",-8.1357658,-34.9437636,JORDAO
PRACA COSME VIANA-01,AFOGADOS,5,SUDESTE,"R. Padre Teófilo Tworz, 447 - Afogados, Recife - PE, 50830-235, Brazil",-8.0654293,-34.9088993,AFOGADOS
PRACA DA ALEGRIA,BOA VISTA,1,CENTRO,"R. da Alegria, 307 - Boa Vista, Recife - PE, 50060-260, Brazil",-8.0637085,-34.8869896,BOA VISTA
PRACA DA AVENIDA ROBERT KENNEDY,IMBIRIBEIRA,6,SUL,"Robert Kennedy / Da Juventude - Av. Senador Robert Kennedy, S/N - Ipsep, Recife - PE, 51190-570, Brazil",-8.11649030514809,-34.9186492874862,IMBIRIBEIRA
PRACA DA CAVALARIA,SAN MARTIN,5,SUDESTE,"R. Delmiro Gouvêia, 330 - San Martin, Recife - PE, 50761-265, Brazil",-8.0639055,-34.9299252,SAN MARTIN
PRACA DA PAZ-01,AFOGADOS,5,SUDESTE,"R. Maria Pereira de Lucena, 1 - Afogados, Recife - PE, 50770-280, Brazil",-8.0805163,-34.9063358,AFOGADOS
PRACA DA RUA JOAO GUILHERME-01,IPSEP,6,SUL,"R. José Pímentel, 184 - Ipsep, Recife - PE, 51190-650, Brazil",-8.1153727,-34.9194676,IPSEP
PRACA DEZESSETE-01,SANTO ANTONIO,1,CENTRO,"Rua Imperador Pedro Segundo, 512 - Santo Antônio, Recife - PE, 50010-240, Brazil",-8.06526731610246,-34.8767206885567,SANTO ANTONIO
PRACA DEZESSETE-02,SANTO ANTONIO,1,CENTRO,"Av. Martins de Barros, 511 - Santo Antônio, Recife - PE, 50010-230, Brazil",-8.06512702121264,-34.8763821315,SANTO ANTONIO
PRACA DO  CHIE-02,IPSEP,6,SUL,"R. Rio Jaratuba, 25 - Ipsep, Recife - PE, 51350-150, Brazil",-8.10498164426247,-34.9224650785749,IPSEP
PRACA DO BAMBU-01,IBURA,6,SUL,"R. Diamantino, 150 - COHAB, Recife - PE, 51340-550, Brazil",-8.1218687,-34.9545022,IBURA
PRACA DO CHIE-01,IPSEP,6,SUL,"R. Blumenau, 18 - Ipsep, Recife - PE, 51350-190, Brazil",-8.10540117445477,-34.9221754390659,IPSEP
PRACA DO COQUE-01,JOANA BEZERRA,1,CENTRO,"Pte. José de Barros Lima, 1002 - Ilha Joana Bezerra, Recife - PE, 50030-230, Brazil",-8.06977428266961,-34.8971016625824,JOANA BEZERRA
PRACA DO JACARE,IMBIRIBEIRA,6,SUL,"Rua Edward Jenner, 8 - Imbiribeira, Recife - PE, 51190-540, Brazil",-8.118206,-34.9178001,IMBIRIBEIRA
PRACA DO PARAISO,AFOGADOS,5,SUDESTE,"Rua 5 de Novembro, 177 - Afogados, Recife - PE, 50770-310, Brazil",-8.0811558,-34.9085507,AFOGADOS
PRACA DO S ,COHAB,6,SUL,"Av. Mato Grosso, 212 - COHAB, Recife - PE, 51290-400, Brazil",-8.1221621,-34.9469576,COHAB
PRACA DO SENA,AREIAS,5,SUDESTE,"R. Cap. João Pontes, 92 - Areias, Recife - PE, 50870-290, Brazil",-8.0953083,-34.9337874,AREIAS
PRACA DO TRISTAO,COHAB,6,SUL,"Praça Do Axé - R. Mundaú, 2-34 - COHAB, Recife - PE, 51340-020, Brazil",-8.1165363,-34.9536798,COHAB
PRACA DOM BOSCO,SAN MARTIN,5,SUDESTE,"Rua Mineirolândia, 103 - San Martin, Recife - PE, 50761-620, Brazil",-8.0744196,-34.9272405,SAN MARTIN
PRACA DOM VITAL-01,SÃO JOSÉ,1,CENTRO,"Praça Dom Vital, s/n - bx 73/74 - São José, Recife - PE, 50020-280, Brazil",-8.0686209,-34.8780248,SAO JOSE
PRACA DR PADUA WALFRIDO,AREIAS,5,SUDESTE,"R. Rio Solimões, 190 - Areias, Recife - PE, 50780-231, Brazil",-8.097792,-34.9377745,AREIAS
PRACA GUSTAVO BARROSO,SANTO ANTONIO,1,CENTRO,"R. Bernardo Vieira de Melo, 29 - Recife, PE, 50030-250, Brazil",-8.0590974,-34.8709247,SANTO ANTONIO
PRACA INFANTIL JHON F KENNEDY,CURADO,5,SUDESTE,"R. Itamonte, 75 - Curado, Recife - PE, 50790-440, Brazil",-8.0815091,-34.9557787,CURADO
PRACA ISABEL DE GOES,AREIAS,5,SUDESTE,"R. Cap. Amaro Cerqueira, 195 - Areias, Recife - PE, 50870-360, Brazil",-8.0977086,-34.9339893,AREIAS
PRACA JOAQUIM CARDOSO / DA BIBLIOTECA,AFOGADOS,5,SUDESTE,"Rua Professor Augusto Wanderley Filho, 749 - Afogados, Recife - PE, 50770-320, Brazil",-8.08217973319293,-34.9080075202062,AFOGADOS
PRACA JORNALISTA OTAVIO SARMENTO CARDOSO,VARZEA,4,OESTE,"R. Dr. José Munguba Sobrinho, 234 - Várzea, Recife - PE, 50810-060, Brazil",-8.036994,-34.955928,VARZEA
PRACA JOSE D EMERY CARNEIRO-01,IPSEP,6,SUL,"R. Mal. Craveiro Lopes, 66A - Ipsep, Recife - PE, 51190-280, Brazil",-8.1164769,-34.9209922,IPSEP
